date,open,high,low,close,volume,adjclose
2021/12/16,244.300003,245.100006,237.050003,243.5,28971230,234.370987
2021/12/17,242,242,234.860001,235.160004,25483452,226.343674
2021/12/20,235.160004,239.470001,235.160004,236,18882740,227.152161
2021/12/21,236,237.5,229,231.649994,23454247,222.965256
2021/12/22,232.5,233.5,230.490005,232.119995,15199808,223.417618
2021/12/23,229.509995,239.460007,229,237.009995,28205116,228.124298
2021/12/24,237.110001,245.309998,237.110001,241.940002,28942925,232.869476
2021/12/27,238.899994,239.5,233,236.210007,18405368,227.354309
2021/12/28,236.300003,239.580002,235.5,237.580002,14368216,228.672928
2021/12/29,237.580002,237.580002,224.100006,225.699997,34975896,217.238327
2021/12/30,225.070007,227.5,223.509995,225.5,26476873,217.045837
2021/12/31,225.509995,225.800003,220.610001,222.660004,24043667,214.312302
2022/01/04,222.660004,223.880005,218.080002,223.559998,20178673,215.178558
2022/01/05,222.820007,227.279999,221.029999,223.75,20562209,215.361435
2022/01/06,223.320007,226,218.139999,219.479996,19764347,211.251511
2022/01/07,219.470001,220.5,216.520004,217.660004,16868239,209.499756
2022/01/10,215.740005,217.630005,210.119995,214.960007,20842313,206.90097
2022/01/11,214.5,216.350006,213.050003,213.360001,13162334,205.360962
2022/01/12,215.009995,218.089996,214.220001,217.919998,17894272,209.75
2022/01/13,219,219.039993,208,208.899994,26762334,201.068161
2022/01/14,207.009995,210.339996,206.5,207.199997,13646759,199.4319
2022/01/17,206.779999,209,203.5,208.839996,16936224,201.010406
2022/01/18,208.800003,213.979996,206.309998,211.490005,18474875,203.561081
2022/01/19,214.330002,214.330002,208.279999,210.800003,14401864,202.896942
2022/01/20,210.800003,214,208.350006,213.220001,19468561,205.226212
2022/01/21,213,218.720001,211.220001,217.259995,23974661,209.114746
2022/01/24,216,217.929993,213.199997,215.070007,13800857,207.006851
2022/01/25,213.550003,215,208,208.360001,15558209,200.548416
2022/01/26,208.100006,211.759995,202.229996,206.050003,21509539,198.325027
2022/01/27,207,211.259995,203.169998,203.399994,20992325,195.774368
2022/01/28,203.990005,205.300003,198,198.380005,25781484,190.942581
2022/02/07,200,202.860001,194.679993,195.619995,24808023,188.286041
2022/02/08,195.649994,196.330002,184.899994,190,30451687,182.876755
2022/02/09,189,196.300003,189,195.979996,23742057,188.632553
2022/02/10,195.979996,196.5,191.110001,193.039993,16874256,185.802765
2022/02/11,192.5,198.630005,191.350006,194.270004,27374928,186.986664
2022/02/14,192,199.199997,191.5,198.009995,19031649,190.586441
2022/02/15,198.800003,200.360001,196.800003,199.800003,17739048,192.309341
2022/02/16,199.820007,200.630005,197.960007,199.410004,11908541,191.93396
2022/02/17,199.880005,200.160004,196.820007,197.440002,13054643,190.037827
2022/02/18,197,199.380005,195.449997,199,11614365,191.539337
2022/02/21,199.710007,203.960007,197.800003,199.199997,15192567,191.731827
2022/02/22,197.809998,197.929993,191.850006,193.399994,19367733,186.149277
2022/02/23,193.270004,196.580002,192.029999,196.199997,14797343,188.844299
2022/02/24,194,195,187.300003,188.690002,25960987,181.615875
2022/02/25,189.990005,192.970001,189.990005,190.479996,13666374,183.338745
2022/02/28,191,191.5,187,190,14309281,182.876755
2022/03/01,190.100006,193.889999,190.059998,193.190002,20028521,185.947159
2022/03/02,191.300003,191.410004,188.399994,189.199997,15016488,182.106735
2022/03/03,189.770004,190.199997,182,182.070007,31288930,175.244064
2022/03/04,179.979996,181.389999,175.880005,176.369995,31292974,169.757751
2022/03/07,174.25,174.25,165.25,166,47738912,159.77652
2022/03/08,169.990005,171.5,165.270004,166.25,33350717,160.017151
2022/03/09,167,167.729996,156.800003,162.880005,39921892,156.773499
2022/03/10,167.990005,172.240005,165.990005,172.149994,41773972,165.695953
2022/03/11,169,172.550003,167.229996,171.770004,25797110,165.3302
2022/03/14,168.990005,169.589996,166.270004,166.270004,18140303,160.036407
2022/03/15,163,164.779999,156.699997,157.149994,31294532,151.258316
2022/03/16,163,165.550003,155.139999,164.800003,34899969,158.621521
2022/03/17,168.5,171.860001,166,168.240005,34829153,161.932541
2022/03/18,167,169.080002,165,167.899994,18585704,161.605286
2022/03/21,169.75,169.779999,165.009995,165.710007,17105436,159.497406
2022/03/22,165.699997,167.300003,164,164.300003,12290508,158.140259
2022/03/23,164.320007,167.289993,162.740005,165.940002,18463877,159.718781
2022/03/24,164.399994,164.399994,160.679993,161.360001,19808605,155.310471
2022/03/25,163.550003,163.580002,156.679993,157.190002,21364110,151.296814
2022/03/28,154.300003,154.300003,150.5,151.199997,27446634,145.531387
2022/03/29,150.990005,153.770004,149.110001,149.179993,23521130,143.587112
2022/03/30,152.970001,156.949997,151.160004,156.949997,32367269,151.065826
2022/03/31,156,156.600006,154.5,155.059998,20136648,149.246674
2022/04/01,155,162.229996,154.449997,159.899994,28749478,153.905212
2022/04/06,158,162.259995,157.5,160.009995,17944305,154.011093
2022/04/07,159,163.889999,158.529999,160.449997,18557169,154.434586
2022/04/08,161,162.770004,159.5,160.589996,16544628,154.569351
2022/04/11,158.009995,158.679993,152.850006,153.660004,24257721,147.89917
2022/04/12,154.259995,164.690002,154.259995,163.880005,33416391,157.736008
2022/04/13,162.800003,165,160.630005,162.320007,23885459,156.234497
2022/04/14,163.899994,173,162.929993,171.570007,43119146,165.137711
2022/04/15,170,174,168.600006,169.899994,22643958,163.530304
2022/04/18,168.899994,168.899994,164.210007,167.179993,18411135,160.912277
2022/04/19,168,170,164.039993,165,16499269,158.814011
2022/04/20,165.490005,169,161.639999,165.899994,20634107,159.680267
2022/04/21,164,166.529999,161.679993,162.580002,17122910,156.484756
2022/04/22,162.570007,166.179993,158.979996,165.309998,19756522,159.112396
2022/04/25,162,162.619995,154.5,155,28635086,149.188934
2022/04/26,155,161.809998,154.539993,158.5,25453892,152.557693
2022/04/27,158.5,163.410004,158.5,161.389999,23927789,155.339371
2022/04/28,161.399994,166.660004,160.550003,165.850006,25711994,159.632156
2022/04/29,166.300003,167.300003,158.860001,162.130005,44874280,156.05162
2022/05/05,160,164.460007,159.149994,161.539993,24480158,155.483734
2022/05/06,158.029999,159.660004,156.509995,157.059998,19086139,151.171692
2022/05/09,155.009995,156.5,152.330002,154.779999,18623627,148.977173
2022/05/10,151,156.5,149.600006,155.330002,20108042,149.506561
2022/05/11,155.330002,159.649994,155,157.509995,24390245,151.604828
2022/05/12,156.199997,159.679993,156.100006,158.080002,17068607,152.153458
2022/05/13,159.600006,159.869995,156.050003,156.940002,15255576,151.056183
2022/05/16,158.970001,158.979996,154.199997,155.179993,17765146,149.362167
2022/05/17,155.169998,156.490005,154.639999,156.149994,13341235,150.295807
2022/05/18,156.350006,156.490005,153.449997,154.580002,16560504,148.784668
2022/05/19,152.869995,153.600006,152.220001,153.520004,14878282,147.76442
2022/05/20,154.300003,162.979996,153.690002,162.470001,45229675,156.378876
2022/05/23,161.610001,162.179993,158,159.429993,27645321,153.452835
2022/05/24,160.429993,161,156.279999,156.570007,18855234,150.700073
2022/05/25,156.449997,158.559998,155,157.449997,16395707,151.547058
2022/05/26,157,159.699997,155,157.220001,19431756,151.325699
2022/05/27,159.649994,161.5,157.289993,157.949997,21068308,152.02832
2022/05/30,160.009995,167.75,160,166.179993,51093206,159.949783
2022/05/31,166,172.820007,165.020004,171.399994,48654483,164.974075
2022/06/01,172.990005,173.300003,169.029999,170.410004,21930245,164.021194
2022/06/02,169.029999,171,168.679993,169.75,16522354,163.385941
2022/06/06,170.5,173.490005,166.580002,172.940002,27814175,166.456329
2022/06/07,173.100006,178.399994,172,174.119995,29507703,167.592102
